aasqa,date_maj,code_no2,code_o3,code_pm10,code_pm25,code_qual,code_so2,code_zone,coul_qual,date_dif,date_ech,epsg_reg,lib_qual,lib_zone,source,type_zone,x_reg,x_wgs84,y_reg,y_wgs84,gml_id2
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69192,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Cyr-le-Chatoux,Atmo Auvergne-Rhône-Alpes,commune,820440.5,4.55709500815383,6548697.4,46.0273389083329,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69193,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Cyr-sur-le-Rhône,Atmo Auvergne-Rhône-Alpes,commune,844613.3,4.85248497118847,6492577.99999999,45.517409190292,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69194,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Didier-au-Mont-d'Or,Atmo Auvergne-Rhône-Alpes,commune,839599.7,4.79777966364487,6525143.3,45.8116188811454,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69196,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Didier-sur-Beaujeu,Atmo Auvergne-Rhône-Alpes,commune,819291.6,4.54586752339243,6563009.99999999,46.156400734382,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69197,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Étienne-des-Oullières,Atmo Auvergne-Rhône-Alpes,commune,827422.8,4.64861541428041,6553426.8,46.068641758938,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69198,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Étienne-la-Varenne,Atmo Auvergne-Rhône-Alpes,commune,826042.1,4.63099048583594,6554301.3,46.0767730259751,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69199,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Fons,Atmo Auvergne-Rhône-Alpes,commune,844177.8,4.85328877632391,6513803.8,45.7085822770199,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69200,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Forgeux,Atmo Auvergne-Rhône-Alpes,commune,814320.2,4.47345330630294,6529895.5,45.8591179075236,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69201,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Sainte-Foy-l'Argentière,Atmo Auvergne-Rhône-Alpes,commune,814512.1,4.47191099790047,6513181.8,45.7086067702203,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69202,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Sainte-Foy-lès-Lyon,Atmo Auvergne-Rhône-Alpes,commune,839940.0,4.79970440517688,6516773.8,45.7362022004779,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69203,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Genis-l'Argentière,Atmo Auvergne-Rhône-Alpes,commune,816081.6,4.49212894681957,6513382.5,45.7101484825526,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69204,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Genis-Laval,Atmo Auvergne-Rhône-Alpes,commune,839594.0,4.79403106527723,6512580.2,45.6985200817646,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69205,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Genis-les-Ollières,Atmo Auvergne-Rhône-Alpes,commune,834155.9,4.7259340599045,6518880.6,45.7563316447329,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69206,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Georges-de-Reneins,Atmo Auvergne-Rhône-Alpes,commune,833381.7,4.72547457950913,6552669.8,46.0606802475192,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69207,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Germain-au-Mont-d'Or,Atmo Auvergne-Rhône-Alpes,commune,839799.1,4.80268490502526,6533097.8,45.8831889390676,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69208,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Germain sur l'Arbresle,Atmo Auvergne-Rhône-Alpes,commune,825092.5,4.61213719462235,6529433.7,45.8530650573394,
84,2026-04-01T15:31:01.698+02:00,1,2,1,1,2,1,69209,#50ccaa,2026-04-01,2026-03-31,2154,Moyen,Saint-Igny-de-Vers,Atmo Auvergne-Rhône-Alpes,commune,810744.6,4.43730337786629,6572205.3,46.2406418922843,
